	UPOS_parent	DEPREL_child	UPOS_child	direction	counts	surface_order_parent/child_forms	arabic_example	example_freq		Final	Nizar-Grammar	in paper		100.00%								
167	PRT	SBJ	PNX-AB	P-C	1	ElY ... "	على ... "	1		NO WAY	#N/A		و+ خلص إلى أن على الطرفين " اتخاذ التدابير الفورية ل+ إيجاد مناخ يسمح ب+ إحراز تقدم " .									
212	NOM	PRD	PROP	P-C	1	kwn ... TAlbA	كون ... طالبا	1		NO WAY	#N/A		و+ يعتقد المدعون أن موسوي ( 34 سنة ) ربما كان يتدرب ل+ يكون الخاطف الرقم , 20 لكن +ه أبلغ إلى قاضية محكمة الكسندريا ب+ ولاية فيرجينيا لبوني برينكيما أن الحكومة " تعلم أن +ي لم أكن على اتصال ب+ هؤلاء الأشخاص الذين خطفوا الطائرات " , علما أن +ه اعتقل في 16 آب الماضي في مينيسوتا بعد +ما ارتاب مسؤولون في مدرسة طيران في كون +ه طالبا .									
222	PNX-AB	SBJ	PROP	C-P	1	mrhj ... "	مرهج ... "	1		NO WAY	#N/A		مرهج و+ قباني " يطحشان " على الوكالات و+ دو+ فريج يدعو إلى " رؤية مستقبلية " دو فريج مستوردو الأدوية									
226	PNX-B	OBJ	PROP	P-C	1	, ... tAylAnd	, ... تايلاند	1		NO WAY	#N/A		و+ وزعت المنتخبات العشرة المتأهلة على مجموعتين ضمت الأولى فيتنام و+ اليابان و+ الصين و+ نيبال+ و+ ميانمار , و+ الثانية , التي أطلق على +ها اسم " مجموعة الموت " , تايلاند و+ الكويت و+ عمان حاملة اللقب و+ إيران و+ بنغلادش .									
262	VRB-PASS	---	PROP	P-C	1	>r> ... fAnlyAn	أرأ ... فانليان	1		NO WAY	#N/A		و+ كان في استقبال +هما القنصل الفخري في لبنان أرأ فانليان .									
265	VRB-PASS	SBJ	PROP	C-P	1	mAry ... tTlq	ماري ... تطلق	1		OK	OK		و+ قالت ثروت معربس ل+ فرانس برس " فرحة +ي كبيرة . ماري س+ تطلق اليوم الذي يصادف عيد السيدة العذراء , و+ س+ نحتفل ك+ كل سنة ب+ عيد +ها في لبنان , حتى و+ لو تأخر ذلك يوما " .									
286	NOM	SBJ	PRT	C-P	1	>n ... klAm	أن ... كلام	1		OK	OK		أما أن لا يكون هذا هو وقت الإصلاح و+ إبعاد الفاسدين و+ تقليم أظافر المفسدين و+ الضارين , ف+ كلام هراء .									
291	PNX-AB	OBJ	PRT	P-C	1	" ... >n	" ... أن	1		NO WAY	#N/A		و+ أوضح أن البلدين أكدا ضرورة إقامة علاقات حسن جوار على أساس اتفاق 1997 , مؤكدا " قرر +نا أن ندخل هذه المسألة ب+ كل جد حتى نقيم علاقات حسن جوار متكافئة بين بلدي +نا " .									
305	PRT	SBJ	PRT	C-P	1	Al ... ElY	ال ... على	1		NO WAY	OK		أما في موضوع ال ف+ قد كان هناك كثير من الشكاوى من هذه الضريبة و+ لكن نلاحظ بعض الإعلانات التي تقول 50 في المئة حسما و+ ال " على +نا " و+ هذا يعني أن ال ب+ النسبة إلى العديد من السلع قد حسم +ها التجار من أرباح +هم و+ أفادت الدولة من هذه الضريبة , و+ في اعتقاد +ي أن هذه الإجراءات جريئة و+ تعالج عجز الخزينة على أن ترافق +ها إجراءات أخرى , و+ لكن لا شك في أن الإجراءات الأخيرة س+ تؤدي إلى خفض الأسعار و+ حماية النوعية و+ هذا أمر س+ تمارس +ه الدولة و+ هذا واجب +ها " .									
319	VRB	TPC	PRT	C-P	1	>n ... lys	أن ... ليس	1		NO WAY	#N/A		و+ شدد على أن " قوات +نا ليست مستعدة ل+ تقديم الخدمات ل+ أحد , إنما إذا وجدت قوات أميركية في كردستان ل+ حماية +نا ف+ أهلا ب +ها ( . . . ) أما أن نقوم نحن ب+ دور حصن طروادة أو ب+ مساعدة قوات أجنبية في مهمات +ها الخاصة ف+ ليس هذا من مهمات +نا أو واجب +نا " .									
328	#PRT	MOD	PRT#	C-P	1	w+ ... +l	و+ ... +ل	1		NO WAY	#N/A		و+ تمنى " أن +لا تكون قد غابت هذه الوزارات , و+ لكن هذا هو الحاصل في بلد +نا و+ الحمد +ل الله " .									
329	#PRT	MOD	PRT#	P-C	1	+mA ... w+	+ما ... و+	1		NO WAY	#N/A		و+ أوضح أن أي إجراءات تتخذ ل+ تشجيع الخروج من دائرة الركود س+ تؤدي إلى تقليل الاعتماد على العالم الخارجي طالما أن تلك الإجراءات مرتبطة ب+ تنمية القطاعات الإنتاجية الوطنية الواعدة , مشيرا إلى أن أي إجراءات يمكن أن تتخذ ل+ خفض تدفق صافي النقد الأجنبي إلى الخارج س+ تقلل من احتمالات انخفاض احتياطيات مصر الدولية و+ التي بلغت 14.2 بليون دولار ب+ نهاية يونيو 2001 , من +ما يساعد على تغطية واردات مصر السلعية ل+ مدة تزيد على 10 أشهر و+ يغطي نحو 1.5 ضعف فجوة الميزان التجاري التي تحققت خلال العام المالي 2001 / 2002 .									
337	PNX-AB	MOD	PRT#	C-P	1	w+ ... "	و+ ... "	1		NO WAY	#N/A		و+ على رغم اهتمام " الإخوان " تجنب التعاطي الرسمي مع أزمة حزب العمل و+ تأكيد القيادي ب+ الجماعة الدكتور عصام العريان أن " الإخوان لا صلة ل +هم ب+ ما يحدث داخل الحزب " إلا أن ذلك لم يمنع +ه من القول إن " الجماعة تدعو كل الأطراف ل+ التحاور و+ الخروج ب+ الحزب من أزمة +ه " .									
358	VRB	SBJ	PRT#	P-C	1	ymkn ... w+	يمكن ... و+	1		NO WAY	#N/A		و+ ل+ التذكير فقط في زمن الذكرى , أن فتنة 13 نيسان كان يمكن و+ أدهى لو أطلقت يد الجيش آنذاك فورا ل+ منع تدمير الدولة .									
363	#NOM	MOD	VRB	C-P	1	bArY ... +k	بارى ... +ك	1		NO WAY	#N/A		و+ قال بارى +ك في تصريح إلى شبكة " سي إن إن " الأميركية " لا أعرف إذا حصل مثل هذا الحادث على طول الحدود مع لبنان , لكن لا يمكن +نا استبعاد احتمال أن يكون إسرائيلي من بين عشرات الألاف الموزعين في العالم قد تعرض ل+ الخطف في مكان ما , و+ أن يكون كولونيلا في الاحتياط " .									
375	NOM	TPC	VRB	C-P	1	>lHdA ... Abn	ألحدا ... ابن	1		NO WAY	#N/A		و+ رجح مسؤول يمني آخر أن تكون ل+ لحدا+ علاقة ب+ تفجير المدمرة الأميركية " يو إس إس كول " في تشرين الأول 2000 , في حين قال مسؤول أميركي رفض ذكر اسم +ه أن ألحدا هو ابن أحمد محمد علي ألحدا الناشط في " القاعدة " .									
379	PNX-AB	OBJ	VRB	P-C	1	" ... tshm	" ... تسهم	1		NO WAY	#N/A		و+ تابع : " نداء +نا إلى القمة إلا تسهم في إسكات صوت الانتفاضة أو التآمر على +ها " .									
397	PRT#	SBJ	VRB	C-P	1	>lmjwEh ... l+	ألمجوعه ... ل+	1		NO WAY	#N/A		ألمجوعه الثانية هي ل+ مورييل+ أبي شاكر و+ يمنى عون و+ كارلا+ خياط و+ وائل قديح و+ سابين+ صايغ , في الموقع المعروف ب+ الطريق الرومانية , و+ المحاط اليوم ب+ المقاهي التي نبتت حول +ه و+ تشهد على حيوية متدفقة إلى حد أن اللبنانيين نسوا معالم +ه .									
405	VRB	TPC	VRB	C-P	1	kAn ... tEtrf	كان ... تعترف	1		NO WAY	#N/A		كان والدا +ي يتصرفان ك+ عاشقين و+ يمارسان الحب من غير توقف مثل مراهقين على المقعد الخلفي ل+ السيارة " , تعترف جيرالدين .									
421	PNX-B	MOD	VRB-PASS	C-P	1	ysmH ... .	يسمح ... .	1		NO WAY	#N/A		كيف يجوز ل+ أشخاص مثل هؤلاء أن يشاركوا في احتفال ضد الهولوكوست ? كيف يسمح ل+ هؤلاء أن يستذكروا ضحايا النازية و+ أن ينسوا الضحايا الفلسطينيين و+ اللبنانيين الذين ماتوا ب+ سبب +هم . هل يستطيع الإنسان أن يكون قاتلا و+ ضحية في آن واحد ? هل يستطيع أن يكون مناضلا ضد النازية و+ مقلدا ل+ النازية في آن واحد ? هل يستطيع أن يكون مستنكرا المجازر و+ منظما ل +ها في آن ?									
432	VRB	SBJ	VRB-PASS	C-P	1	nSAr ... dEA	نصار ... دعا	1		NO WAY	#N/A		الجامعة اللبنانية الأميركية خرجت دفعة +ها ال 77 نصار دعا إلى عولمة التفاهم									
433	VRB	SBJ	VRB-PASS	P-C	1	jA' ... >rj}t	جاء ... أرجئت	1		NO WAY	#N/A		ذ في واشنطن , حذرت وزارة الخارجية الأميركية رعايا +ها من السفر إلى مناطق في الهند . و+ جاء في بيان ل +ها : " أرجئت الرحلات غير الضرورية الخاصة ب+ الحكومة الأميركية إلى غوجارات . . . على المواطنين الأميركيين أيضا تجنب السفر إلى المنطقة " .									
196	PRT	OBJ	PNX-B	P-C	1	>w ... ,	أو ... ,	1		NO WAY	#N/A		و+ أضاف أن " الخطة الأمريكية تتضمن احتلال مدن حيرات و+ قندهار و+ كابول و+ زرارانج+ و+ مزار الشريف و+ جلال أباد و+ مزار الشريف , و+ غير +ها من المدن الرئيسية في البلاد " . و+ أكد أن " إيران س+ تدعم هذه الحملة , أو على الأقل لن تعارض +ها , ل+ أن +ها تكن عداء سافرا ل+ طالبان , و+ لا توافق على استمرار حكم +ها , مشيرا إلى أن " إقفال الحدود المحيطة ب+ أفغانستان و+ التزام باكستان وقف وصول الدعم إلى طالبان س+ يؤدي إلى محاصرة فلول قوات +ها و+ انتهاء دور +ها في فترة قصيرة " .									
40	#NOM	OBJ	NOM	P-C	1	+y ... SHp	+ي ... صحة	1		NO WAY	#N/A		إثر الوعد ب+ تنفيذ قرار وقف كل السيارات العمومية العاملة على المازوت ابتداء من اليوم , جالت " النهار " في شوارع العاصمة , و+ سألت عددا من سائقي +ها عن رأي +هم ب+ القرار و+ ما إذا كانوا مستعدين إلى وقف سيارات +هم , و+ هل باتوا مقتنعين ب+ أن تنشق +هم ل+ انبعاثات المازوت يؤثر سلباعلي +ي صحة +هم و+ على صحة أولاد +هم ?									
76	PROP	TMZ	NOM	P-C	1	dysmbr ... EAm	ديسمبر ... عام	1		NO WAY	OK		جاء ذلك في تقرير رسمي سلمت +ه وزارة الخارجية السورية يوم 3 / 8 الحالي , إلى " لجنة تقصي الحقائق في ممارسات إسرائيل في الجولان " ب+ رئاسة ممثل سيريلانكي السفير دي سارام , علما ب+ أن اللجنة تشكلت في ديسمبر عام 1968 بعد سنة على احتلال إسرائيل ل+ الأراضي العربية في حرب الأيام الستة , و+ تسلمت من دمشق 33 تقريرا فيما رفضت إسرائيل التعامل مع اللجنة و+ منعت أعضاء +ها من زيارة الأراضي المحتلة .									
85	PRT	PRD	NOM	C-P	1	wAHd ... fy	واحد ... في	1		OK	OK		و+ المعنى واحد , إن في نشر دين أو نشر علبة تبغ , لكن المشكلة الأساسية : الخطاب .									
205	#PRT	OBJ	PROP	P-C	1	+l ... Allh	+ل ... الله	1		NO WAY	#N/A		و+ تمنى " أن +لا تكون قد غابت هذه الوزارات , و+ لكن هذا هو الحاصل في بلد +نا و+ الحمد +ل الله " .									
231	PROP	OBJ	PROP	P-C	1	bAHb ... Emrw	باحب ... عمرو	1		NO WAY	OK		تحول المطرب المصري المثير ل+ الجدل شعبان عبد الرحيم في ألبوم +ه الجديد إلى " منظر سياسي " متجاوزا مساهمة +ه المحدودة في عالم السياسة عبر أغنية +ه الشهيرة في ألبوم +ه السابق " باحب عمرو موسى و+ باكرة إسرائيل " .									
298	PROP	SBJ	PRT	P-C	1	ymknny ... >n	يمكنني ... أن	1		NO WAY	OK		و+ أمس نادى صحافي من سطح مبنى مجاور على أحد المبعدين الذي ظهر على شرفة الغرفة التي ينزل في +ها في الفندق طالبا من +ه الإفصاح عن اسم +ه , ف+ رد الفلسطيني : " لا يمكنني أن أتكلم " .									
386	PROP	OBJ	VRB	P-C	1	wAlqyt ... Ebrt	والقيت ... عبرت	1		NO WAY	OK		والقيت كلمات في المناسبة عبرت عن استنكار +ها القاطع ل+ العدوان الإسرائيلي , و+ تأييد +ها صمود الشعب الفلسطيني .									
81	PRT	IDF	NOM	P-C	1	>w ... <qAmp	أو ... إقامة	1		NO WAY	#N/A		و+ أعطت الحكومة الأسبوع الماضي الضوء الأخضر ل+ المصارف في تعاطي +ها مع المتعثرين و+ أن يكون ل+ كل مصرف الحرية في مفاوضات +ه مع هؤلاء . و+ يأتي هذا في إطار تراجع ملحوظ ل+ المصارف عن منح التمويل اللازم ل+ استمرار نشاط المشاريع الاستثمارية في المدن الجديدة أو إقامة توسعات ل+ مشاريع قائمة ما يعني مخاطر س+ تلحق ب+ قطاعات عدة .									
